idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,area_atuacao
29,24/07/1994,Amapá,7037.34,Ensino Médio,1,Divorciado,Indústria
44,07/12/1979,Mato Grosso do Sul,9613.11,Ensino Médio,2,Casado,Comércio
33,15/09/1990,Pernambuco,10611.48,Ensino Médio,0,Solteiro,Tecnologia
27,26/12/1996,São Paulo,3466.91,Ensino Fundamental,2,Casado,Indústria
27,30/08/1996,Rio de Janeiro,2612.97,Ensino Fundamental,1,Casado,Saúde
41,02/01/1983,Alagoas,6206.35,Ensino Superior,0,Casado,Comércio
50,31/03/1974,Amazonas,8217.12,Ensino Superior,3,Casado,Educação
41,14/02/1983,Paraná,8840.11,Ensino Superior,0,Casado,Comércio
74,22/09/1949,Paraná,6799.3,Ensino Médio,0,Casado,Educação
54,25/01/1970,Mato Grosso do Sul,6167.77,Ensino Médio,1,Solteiro,Saúde
46,03/10/1977,Mato Grosso do Sul,8703.42,Ensino Superior,0,Casado,Educação
37,16/07/1986,Santa Catarina,3441.67,Ensino Fundamental,3,Casado,Saúde
57,26/11/1966,Mato Grosso,8801.28,Ensino Superior,0,Divorciado,Saúde
41,27/09/1982,Amazonas,7569.54,Ensino Médio,3,Casado,Comércio
56,09/09/1967,Distrito Federal,10987.69,Ensino Médio,0,Casado,Saúde
29,05/10/1994,Paraná,3389.73,Ensino Fundamental,1,Solteiro,Comércio
43,18/06/1980,Rondônia,3091.05,Ensino Médio,0,Solteiro,Comércio
26,01/11/1997,Maranhão,7010.71,Ensino Médio,0,Casado,Saúde
44,24/08/1979,Paraná,7127.92,Ensino Médio,0,Solteiro,Educação
19,09/05/2004,Maranhão,3633.32,Ensino Fundamental,0,Solteiro,Comércio
23,05/03/2001,Piauí,5233.03,Pós-graduação,3,Casado,Educação
22,15/12/2001,Tocantins,11292.48,Pós-graduação,1,Solteiro,Saúde
29,15/09/1994,Pará,2657.46,Ensino Médio,3,Casado,Comércio
20,06/06/2003,Pernambuco,5214.48,Pós-graduação,0,Casado,Comércio
39,03/05/1984,Bahia,7188.52,Ensino Médio,0,Solteiro,Educação
25,05/05/1998,Rondônia,3203.69,Ensino Médio,1,Casado,Comércio
19,03/08/2004,Paraná,7731.75,Ensino Superior,1,Casado,Tecnologia
48,01/10/1975,Bahia,3250.18,Ensino Médio,0,Casado,Indústria
41,01/12/1982,Amapá,5787.46,Ensino Médio,0,Divorciado,Comércio
52,06/03/1972,Acre,9072.24,Ensino Médio,1,Casado,Tecnologia
35,08/02/1989,São Paulo,11571.57,Ensino Superior,2,Casado,Saúde
52,19/08/1971,Amapá,8770.57,Ensino Médio,0,Casado,Saúde
31,30/03/1993,Rio Grande do Norte,3546.82,Ensino Médio,1,Solteiro,Comércio
26,18/01/1998,Rondônia,3904.31,Ensino Fundamental,1,Casado,Comércio
46,04/03/1978,Amapá,12364.95,Ensino Médio,2,Casado,Saúde
20,24/10/2003,São Paulo,3580.48,Ensino Médio,4,Casado,Comércio
26,03/02/1998,Rio de Janeiro,7347.8,Ensino Superior,1,Solteiro,Comércio
62,05/03/1962,Distrito Federal,6324.89,Ensino Fundamental,0,Solteiro,Saúde
43,22/11/1980,Santa Catarina,14175.44,Ensino Superior,4,Casado,Indústria
52,02/04/1972,Piauí,5319.41,Ensino Médio,0,Casado,Comércio
27,09/02/1997,Pará,4358.61,Ensino Superior,1,Divorciado,Saúde
22,16/09/2001,Espírito Santo,2367.17,Ensino Médio,0,Viúvo,Comércio
39,23/01/1985,Goiás,1959.1,Ensino Fundamental,0,Solteiro,Educação
21,27/02/2003,Santa Catarina,2367.28,Ensino Fundamental,0,Casado,Saúde
23,16/04/2000,Maranhão,7301.03,Ensino Médio,2,Casado,Saúde
39,21/07/1984,Ceará,6417.59,Ensino Médio,1,Solteiro,Indústria
34,12/08/1989,Paraná,5436.44,Ensino Superior,0,Casado,Indústria
33,23/02/1991,Roraima,4513.33,Ensino Médio,1,Casado,Indústria
18,05/01/2006,Amapá,13897.43,Pós-graduação,1,Casado,Tecnologia
42,21/05/1981,Mato Grosso do Sul,4281.32,Ensino Médio,1,Solteiro,Comércio
39,16/03/1985,Alagoas,7541.95,Ensino Superior,3,Solteiro,Saúde
48,27/07/1975,Acre,7423.27,Ensino Médio,1,Casado,Indústria
40,24/07/1983,São Paulo,4323.48,Ensino Médio,0,Solteiro,Tecnologia
28,17/07/1995,Distrito Federal,7089.27,Ensino Médio,0,Casado,Indústria
71,07/10/1952,Goiás,5815.36,Ensino Superior,1,Solteiro,Indústria
18,30/12/2005,Goiás,4859.82,Ensino Médio,1,Casado,Educação
58,13/11/1965,Roraima,3793.71,Ensino Fundamental,3,Casado,Comércio
39,13/08/1984,Acre,7388.29,Ensino Superior,2,Casado,Saúde
62,21/10/1961,Roraima,11872.66,Ensino Médio,2,Solteiro,Tecnologia
65,17/11/1958,Santa Catarina,6362.58,Ensino Médio,0,Solteiro,Comércio
53,06/09/1970,Paraíba,2696.23,Ensino Fundamental,0,Casado,Educação
27,11/12/1996,Mato Grosso,11627.6,Ensino Superior,0,Casado,Indústria
23,17/07/2000,Mato Grosso do Sul,6202.45,Ensino Médio,1,Divorciado,Saúde
30,13/03/1994,Rio Grande do Norte,5624.75,Ensino Médio,1,Casado,Educação
84,16/12/1939,São Paulo,4692.22,Ensino Médio,2,Solteiro,Saúde
60,22/04/1963,Espírito Santo,3892.88,Ensino Médio,0,Casado,Educação
57,23/11/1966,Mato Grosso do Sul,4029.47,Ensino Fundamental,1,Divorciado,Saúde
27,16/05/1996,Paraná,5300.59,Ensino Médio,1,Solteiro,Tecnologia
22,05/05/2001,Mato Grosso,6337.23,Ensino Superior,1,Casado,Saúde
23,17/07/2000,Paraná,2386.91,Ensino Fundamental,0,Solteiro,Comércio
21,17/11/2002,Santa Catarina,4192.02,Ensino Superior,1,Solteiro,Tecnologia
42,03/06/1981,São Paulo,8138.24,Ensino Superior,0,Divorciado,Comércio
43,27/02/1981,Maranhão,7947.45,Ensino Médio,0,Casado,Educação
24,12/01/2000,Paraná,9367.7,Ensino Superior,2,Solteiro,Tecnologia
62,08/07/1961,Distrito Federal,14461.81,Ensino Superior,0,Casado,Comércio
31,27/07/1992,Amazonas,6274.09,Ensino Médio,1,Casado,Comércio
18,10/12/2005,Rondônia,3523.13,Ensino Fundamental,1,Casado,Comércio
23,30/01/2001,Sergipe,2499.17,Ensino Fundamental,1,Solteiro,Comércio
26,26/08/1997,Sergipe,4859.2,Ensino Fundamental,0,Solteiro,Saúde
42,11/04/1982,Minas Gerais,1879.13,Ensino Fundamental,0,Casado,Educação
61,25/07/1962,Maranhão,5299.09,Ensino Médio,0,Casado,Comércio
32,17/01/1992,Piauí,3978.18,Ensino Médio,0,Casado,Saúde
46,21/02/1978,Mato Grosso do Sul,11284.38,Ensino Médio,0,Solteiro,Tecnologia
36,30/03/1988,Rondônia,10290.32,Ensino Superior,1,Casado,Saúde
28,21/03/1996,Pernambuco,5990.47,Ensino Médio,1,Casado,Educação
64,27/10/1959,Rio Grande do Sul,6633.48,Ensino Superior,1,Casado,Educação
46,27/03/1978,Bahia,12640.97,Pós-graduação,0,Solteiro,Tecnologia
33,19/05/1990,Amazonas,4312.23,Ensino Médio,0,Solteiro,Indústria
42,30/10/1981,Espírito Santo,5925.0,Ensino Médio,0,Casado,Comércio
18,21/09/2005,Amazonas,3485.74,Ensino Superior,1,Casado,Educação
32,19/05/1991,Mato Grosso do Sul,10707.89,Ensino Superior,2,Casado,Tecnologia
39,03/07/1984,Paraná,8973.07,Ensino Superior,0,Solteiro,Indústria
25,21/11/1998,Amazonas,3813.92,Ensino Médio,1,Casado,Indústria
33,21/08/1990,Amapá,3521.36,Ensino Médio,3,Casado,Tecnologia
54,07/10/1969,Santa Catarina,8347.36,Ensino Superior,3,Solteiro,Comércio
55,07/05/1968,Maranhão,9266.98,Ensino Superior,0,Casado,Indústria
23,14/12/2000,Distrito Federal,5813.17,Ensino Superior,0,Solteiro,Comércio
21,08/08/2002,São Paulo,3841.92,Ensino Médio,0,Casado,Educação
36,12/09/1987,Paraná,6929.56,Ensino Médio,1,Solteiro,Educação
23,14/01/2001,Paraíba,7607.01,Ensino Médio,2,Solteiro,Saúde
53,15/02/1971,Acre,9493.27,Ensino Médio,0,Casado,Educação
49,26/02/1975,São Paulo,16748.24,Ensino Superior,1,Casado,Saúde
33,12/03/1991,Minas Gerais,11553.36,Ensino Superior,2,Casado,Comércio
38,23/02/1986,Bahia,6726.08,Ensino Médio,1,Divorciado,Educação
62,09/01/1962,Pará,9132.9,Ensino Médio,2,Solteiro,Saúde
40,17/05/1983,Rondônia,4013.78,Ensino Médio,0,Casado,Educação
41,02/12/1982,Bahia,3342.46,Ensino Médio,1,Casado,Educação
40,13/08/1983,Paraná,6161.36,Ensino Médio,2,Casado,Indústria
35,29/08/1988,Acre,4461.64,Ensino Superior,1,Casado,Educação
47,23/07/1976,Goiás,4547.82,Ensino Médio,1,Casado,Saúde
21,15/03/2003,Rio Grande do Sul,8355.17,Ensino Médio,0,Divorciado,Tecnologia
25,21/10/1998,Rio de Janeiro,9419.82,Ensino Superior,0,Casado,Educação
36,10/11/1987,Rio Grande do Sul,10507.87,Ensino Superior,0,Casado,Tecnologia
43,27/02/1981,Mato Grosso,5564.1,Ensino Fundamental,3,Casado,Tecnologia
32,11/04/1992,Tocantins,4283.47,Ensino Fundamental,3,Casado,Educação
63,20/03/1961,Amapá,5538.58,Ensino Fundamental,1,Divorciado,Saúde
39,01/09/1984,Rio Grande do Sul,3903.55,Ensino Fundamental,1,Casado,Comércio
22,08/01/2002,Goiás,4081.96,Ensino Médio,2,Casado,Indústria
60,17/03/1964,Maranhão,9634.64,Ensino Médio,0,Solteiro,Tecnologia
50,21/07/1973,Rondônia,9144.73,Ensino Superior,4,Casado,Indústria
59,18/03/1965,São Paulo,11449.81,Ensino Médio,2,Solteiro,Tecnologia
59,16/02/1965,Acre,11044.15,Ensino Superior,2,Casado,Saúde
32,12/05/1991,Santa Catarina,11192.97,Ensino Médio,1,Casado,Tecnologia
24,21/08/1999,Pernambuco,6298.72,Ensino Médio,0,Casado,Comércio
29,28/04/1994,Rio Grande do Sul,7588.82,Ensino Médio,1,Divorciado,Tecnologia
56,07/11/1967,Pará,2593.71,Ensino Fundamental,0,Casado,Educação
36,04/06/1987,Rio Grande do Sul,16552.34,Pós-graduação,1,Casado,Tecnologia
58,02/07/1965,Tocantins,9349.04,Ensino Superior,0,Casado,Saúde
48,22/08/1975,Goiás,12976.82,Ensino Superior,3,Solteiro,Saúde
26,13/01/1998,Sergipe,3507.94,Ensino Médio,1,Casado,Comércio
48,12/12/1975,Ceará,10210.9,Pós-graduação,1,Casado,Tecnologia
48,09/03/1976,Paraíba,9815.02,Ensino Médio,0,Divorciado,Tecnologia
25,19/02/1999,Acre,4625.96,Ensino Fundamental,0,Solteiro,Tecnologia
76,26/05/1947,Espírito Santo,14096.54,Ensino Médio,1,Solteiro,Saúde
57,04/10/1966,Pernambuco,8460.43,Ensino Médio,2,Casado,Educação
24,09/02/2000,Acre,2747.99,Ensino Médio,0,Divorciado,Indústria
29,18/10/1994,São Paulo,5655.36,Ensino Médio,1,Solteiro,Indústria
45,20/02/1979,Rio Grande do Sul,4484.91,Ensino Médio,2,Casado,Saúde
29,15/03/1995,Paraíba,2240.35,Ensino Fundamental,1,Casado,Educação
20,02/07/2003,Espírito Santo,7021.6,Ensino Superior,0,Casado,Saúde
52,13/05/1971,Piauí,6610.04,Ensino Médio,1,Casado,Educação
65,20/04/1958,São Paulo,9654.86,Ensino Médio,0,Casado,Saúde
43,18/10/1980,Alagoas,5338.09,Ensino Médio,1,Casado,Tecnologia
44,10/01/1980,Roraima,5222.01,Ensino Médio,2,Solteiro,Educação
53,08/04/1971,Santa Catarina,7809.4,Ensino Médio,1,Casado,Tecnologia
49,07/12/1974,Rondônia,5269.47,Ensino Médio,0,Solteiro,Saúde
34,05/11/1989,Mato Grosso do Sul,4291.71,Ensino Fundamental,0,Casado,Saúde
34,21/05/1989,Mato Grosso,4652.77,Ensino Fundamental,0,Casado,Saúde
18,04/08/2005,Mato Grosso,2710.44,Ensino Médio,1,Solteiro,Indústria
37,26/02/1987,Rio Grande do Sul,9536.36,Ensino Superior,1,Solteiro,Educação
49,11/04/1975,Maranhão,4178.35,Ensino Fundamental,1,Casado,Indústria
35,27/01/1989,Pernambuco,3956.12,Ensino Fundamental,3,Solteiro,Educação
60,08/09/1963,Roraima,4710.27,Ensino Médio,0,Solteiro,Educação
35,11/07/1988,Piauí,9823.86,Ensino Superior,3,Casado,Tecnologia
31,22/12/1992,São Paulo,7461.62,Ensino Superior,0,Solteiro,Indústria
61,19/07/1962,Minas Gerais,6031.75,Ensino Superior,3,Solteiro,Comércio
26,19/10/1997,Pará,8117.21,Ensino Médio,0,Casado,Tecnologia
63,01/03/1961,Rio Grande do Sul,13775.22,Ensino Superior,4,Casado,Comércio
61,08/07/1962,Amapá,5895.51,Ensino Médio,1,Casado,Indústria
50,08/06/1973,Sergipe,3134.36,Ensino Fundamental,1,Casado,Comércio
45,17/05/1978,Acre,9806.6,Ensino Superior,1,Casado,Comércio
53,26/05/1970,Minas Gerais,3681.07,Ensino Fundamental,0,Divorciado,Comércio
28,01/12/1995,Maranhão,9123.19,Ensino Superior,0,Casado,Indústria
56,22/06/1967,Paraíba,5495.38,Ensino Médio,2,Casado,Educação
49,12/02/1975,Piauí,8288.65,Ensino Médio,0,Casado,Tecnologia
34,29/11/1989,Minas Gerais,3359.25,Ensino Fundamental,0,Solteiro,Saúde
62,18/04/1961,Roraima,2851.6,Ensino Fundamental,0,Solteiro,Comércio
56,09/11/1967,Pará,3291.84,Ensino Médio,0,Casado,Indústria
26,21/03/1998,São Paulo,4672.01,Ensino Médio,2,Solteiro,Comércio
45,23/10/1978,Rio Grande do Norte,11118.77,Ensino Superior,1,Solteiro,Indústria
63,06/10/1960,Pará,8619.18,Ensino Médio,0,Solteiro,Educação
36,04/10/1987,Rio Grande do Norte,6676.27,Ensino Médio,0,Casado,Tecnologia
60,29/08/1963,Acre,7147.12,Ensino Médio,0,Casado,Comércio
40,02/07/1983,Paraíba,13287.4,Pós-graduação,1,Casado,Educação
49,03/10/1974,Mato Grosso do Sul,3809.28,Ensino Fundamental,0,Casado,Educação
25,18/01/1999,Ceará,4068.64,Ensino Médio,0,Casado,Indústria
40,28/03/1984,Pernambuco,7608.56,Pós-graduação,3,Solteiro,Saúde
20,27/06/2003,Espírito Santo,5677.12,Ensino Superior,3,Casado,Indústria
59,31/03/1965,Distrito Federal,5828.39,Ensino Médio,0,Solteiro,Indústria
34,15/03/1990,Mato Grosso do Sul,6278.61,Ensino Fundamental,2,Casado,Tecnologia
22,09/07/2001,Rondônia,3009.31,Ensino Médio,0,Casado,Saúde
38,03/08/1985,Rio de Janeiro,3966.13,Ensino Médio,1,Casado,Comércio
34,11/08/1989,Paraíba,9355.3,Ensino Médio,3,Solteiro,Tecnologia
22,06/08/2001,Maranhão,8817.39,Ensino Superior,0,Solteiro,Educação
20,27/03/2004,Amazonas,3595.06,Ensino Médio,1,Solteiro,Educação
38,23/02/1986,Paraná,7356.61,Ensino Médio,0,Solteiro,Saúde
38,16/09/1985,Roraima,3924.69,Ensino Médio,0,Casado,Comércio
26,07/07/1997,Bahia,6458.0,Ensino Médio,1,Casado,Comércio
30,13/03/1994,São Paulo,5587.77,Ensino Médio,0,Casado,Comércio
35,26/07/1988,Maranhão,4006.93,Ensino Médio,0,Casado,Tecnologia
54,01/11/1969,Goiás,5771.91,Ensino Médio,2,Viúvo,Indústria
41,23/01/1983,Pará,9694.82,Ensino Médio,1,Solteiro,Tecnologia
27,17/01/1997,Rondônia,7458.64,Ensino Superior,0,Casado,Saúde
27,21/09/1996,Paraíba,7917.58,Ensino Médio,1,Casado,Indústria
50,20/02/1974,Espírito Santo,10262.94,Ensino Superior,1,Solteiro,Indústria
38,02/06/1985,Santa Catarina,5679.23,Ensino Médio,1,Divorciado,Educação
48,18/02/1976,Rio de Janeiro,10981.76,Pós-graduação,1,Casado,Tecnologia
37,16/08/1986,Pará,5041.61,Ensino Médio,0,Casado,Saúde
51,11/02/1973,Distrito Federal,13024.44,Ensino Superior,0,Solteiro,Indústria
46,16/10/1977,Alagoas,3930.57,Ensino Médio,3,Casado,Comércio
52,21/04/1971,Amazonas,13117.44,Pós-graduação,4,Solteiro,Indústria
21,27/03/2003,Bahia,6930.12,Ensino Superior,0,Casado,Indústria
43,15/01/1981,Amapá,11453.62,Ensino Superior,4,Casado,Indústria
48,24/06/1975,Sergipe,5912.7,Ensino Fundamental,2,Casado,Comércio
46,06/08/1977,Mato Grosso,5844.11,Ensino Médio,1,Casado,Saúde
51,13/03/1973,Distrito Federal,5727.22,Ensino Médio,0,Casado,Tecnologia
21,25/09/2002,Sergipe,4358.34,Ensino Médio,0,Solteiro,Educação
31,03/04/1993,Espírito Santo,7360.11,Ensino Médio,5,Solteiro,Indústria
19,24/05/2004,Espírito Santo,5513.97,Ensino Médio,0,Solteiro,Saúde
26,11/05/1997,Pará,5149.17,Ensino Médio,0,Casado,Educação
28,14/12/1995,Piauí,3423.3,Ensino Médio,0,Solteiro,Comércio
41,26/08/1982,Minas Gerais,2855.14,Ensino Fundamental,3,Solteiro,Comércio
26,09/03/1998,Goiás,2579.35,Ensino Fundamental,1,Divorciado,Indústria
80,23/02/1944,Pernambuco,15604.09,Pós-graduação,0,Solteiro,Saúde
27,16/05/1996,Sergipe,4253.31,Ensino Superior,0,Casado,Saúde
47,22/06/1976,Acre,6312.98,Ensino Superior,3,Casado,Comércio
48,12/09/1975,Acre,4504.27,Ensino Fundamental,3,Casado,Indústria
79,28/04/1944,Rio Grande do Norte,5615.59,Ensino Médio,1,Solteiro,Saúde
48,23/07/1975,Amazonas,9689.01,Ensino Médio,1,Casado,Tecnologia
56,19/01/1968,Rio Grande do Sul,11597.23,Ensino Superior,1,Casado,Indústria
50,03/10/1973,Acre,11614.44,Ensino Superior,0,Solteiro,Saúde
30,24/09/1993,Piauí,6665.98,Ensino Médio,0,Casado,Comércio
21,22/03/2003,Piauí,6398.33,Ensino Médio,0,Casado,Tecnologia
39,01/02/1985,Tocantins,4765.58,Ensino Médio,1,Casado,Indústria
44,16/02/1980,Paraíba,11335.0,Ensino Médio,0,Divorciado,Tecnologia
36,29/03/1988,Roraima,3645.28,Ensino Superior,0,Casado,Comércio
33,22/08/1990,Santa Catarina,2735.6,Ensino Fundamental,1,Casado,Tecnologia
58,14/01/1966,Rio Grande do Sul,11141.0,Ensino Superior,0,Solteiro,Saúde
24,01/10/1999,Roraima,2115.09,Ensino Fundamental,1,Casado,Tecnologia
32,21/01/1992,Rio Grande do Norte,6981.24,Ensino Médio,2,Casado,Comércio
50,03/01/1974,Pernambuco,10653.47,Ensino Superior,0,Casado,Saúde
29,09/03/1995,Distrito Federal,10649.19,Ensino Superior,2,Casado,Comércio
33,26/02/1991,Amazonas,9484.93,Ensino Superior,0,Solteiro,Educação
39,20/04/1984,Rio Grande do Sul,7876.73,Ensino Médio,0,Casado,Educação
20,05/05/2003,Santa Catarina,5756.17,Ensino Superior,2,Casado,Educação
43,27/12/1980,Amapá,5558.12,Ensino Superior,3,Casado,Comércio
25,24/05/1998,Goiás,7430.25,Ensino Superior,1,Casado,Tecnologia
61,04/07/1962,Pará,10702.92,Ensino Médio,3,Solteiro,Indústria
35,20/09/1988,São Paulo,6579.29,Ensino Superior,1,Divorciado,Tecnologia
58,04/11/1965,Maranhão,6275.0,Ensino Médio,1,Solteiro,Comércio
52,25/01/1972,Roraima,8233.91,Ensino Médio,0,Casado,Comércio
36,28/11/1987,Tocantins,7704.54,Ensino Médio,5,Casado,Indústria
26,30/11/1997,Minas Gerais,4827.15,Ensino Superior,1,Casado,Educação
57,30/10/1966,Distrito Federal,5486.65,Ensino Médio,2,Casado,Indústria
33,20/12/1990,Amapá,8639.75,Ensino Médio,0,Casado,Tecnologia
69,16/12/1954,Roraima,5312.66,Ensino Médio,2,Casado,Tecnologia
25,01/09/1998,Amazonas,5048.66,Ensino Médio,0,Casado,Comércio
48,05/10/1975,Rio Grande do Norte,5296.47,Ensino Médio,2,Casado,Saúde
36,19/02/1988,Distrito Federal,4429.97,Ensino Médio,1,Casado,Comércio
32,25/02/1992,Paraíba,9006.12,Ensino Superior,0,Casado,Educação
33,03/12/1990,Distrito Federal,8285.74,Ensino Superior,0,Casado,Saúde
42,05/06/1981,Alagoas,9220.03,Ensino Médio,0,Solteiro,Tecnologia
45,06/02/1979,Pará,3718.22,Ensino Fundamental,0,Casado,Saúde
63,13/02/1961,Paraná,4946.04,Ensino Superior,0,Casado,Educação
53,08/11/1970,Maranhão,6124.12,Ensino Médio,0,Casado,Indústria
29,14/04/1994,Rio Grande do Norte,6463.82,Ensino Médio,1,Casado,Tecnologia
34,03/11/1989,Pernambuco,10455.93,Ensino Médio,1,Casado,Tecnologia
55,14/09/1968,Pernambuco,4811.51,Ensino Fundamental,2,Divorciado,Tecnologia
49,09/07/1974,Maranhão,4261.89,Ensino Médio,0,Solteiro,Educação
29,18/04/1994,Distrito Federal,8008.7,Ensino Médio,1,Casado,Saúde
57,08/10/1966,Amazonas,5075.51,Ensino Médio,2,Casado,Indústria
53,03/02/1971,Rio Grande do Norte,8064.68,Ensino Médio,3,Solteiro,Comércio
19,19/09/2004,Amapá,8942.77,Ensino Superior,2,Casado,Indústria
62,08/08/1961,Minas Gerais,17123.48,Ensino Superior,2,Casado,Tecnologia
48,05/03/1976,Bahia,7402.55,Ensino Médio,1,Casado,Educação
30,20/08/1993,Maranhão,3945.51,Ensino Médio,3,Casado,Educação
29,02/02/1995,Espírito Santo,6002.53,Ensino Médio,2,Casado,Educação
41,16/10/1982,São Paulo,8963.51,Ensino Superior,2,Casado,Indústria
60,09/08/1963,Distrito Federal,3363.21,Ensino Fundamental,1,Casado,Educação
25,22/02/1999,Acre,3602.98,Ensino Fundamental,0,Solteiro,Tecnologia
43,21/02/1981,Pará,12316.62,Ensino Médio,2,Casado,Tecnologia
65,06/12/1958,Goiás,24706.59,Ensino Superior,1,Solteiro,Tecnologia
34,29/08/1989,Goiás,3802.41,Ensino Fundamental,0,Solteiro,Educação
26,10/03/1998,Acre,10464.98,Ensino Superior,0,Casado,Saúde
50,22/02/1974,Amazonas,10110.35,Ensino Médio,1,Solteiro,Saúde
46,10/05/1977,Sergipe,7914.67,Ensino Médio,2,Solteiro,Educação
54,12/09/1969,Rondônia,6423.14,Ensino Fundamental,0,Casado,Indústria
22,19/07/2001,Rio Grande do Sul,1766.3,Ensino Fundamental,0,Casado,Saúde
37,03/08/1986,Rondônia,5460.04,Ensino Médio,0,Casado,Saúde
48,10/03/1976,Santa Catarina,10831.93,Ensino Médio,0,Casado,Tecnologia
48,02/03/1976,Sergipe,14384.2,Ensino Superior,1,Solteiro,Tecnologia
27,26/04/1996,Alagoas,10375.12,Ensino Superior,0,Solteiro,Indústria
27,14/06/1996,Rio Grande do Norte,4487.14,Ensino Médio,1,Casado,Comércio
31,18/03/1993,Espírito Santo,4802.35,Ensino Médio,1,Solteiro,Educação
41,13/05/1982,Rio Grande do Norte,6222.05,Ensino Médio,0,Casado,Saúde
39,16/01/1985,Distrito Federal,7334.53,Ensino Médio,4,Casado,Comércio
59,29/07/1964,São Paulo,8716.02,Ensino Médio,1,Solteiro,Tecnologia
23,22/01/2001,Acre,4719.7,Ensino Médio,3,Casado,Tecnologia
21,01/11/2002,Rondônia,4112.29,Ensino Médio,2,Solteiro,Indústria
23,26/10/2000,Roraima,2501.24,Ensino Médio,0,Casado,Indústria
20,29/12/2003,Distrito Federal,3011.15,Ensino Fundamental,1,Divorciado,Indústria
18,05/04/2006,Acre,5144.24,Ensino Médio,0,Casado,Comércio
46,24/11/1977,São Paulo,6342.92,Ensino Médio,0,Casado,Saúde
30,11/04/1994,Distrito Federal,5264.61,Ensino Médio,1,Casado,Saúde
62,20/12/1961,Bahia,6294.09,Ensino Médio,1,Solteiro,Saúde
49,01/09/1974,Piauí,4289.19,Ensino Médio,0,Casado,Educação
36,07/04/1988,Distrito Federal,6156.83,Ensino Médio,0,Casado,Indústria
56,27/09/1967,Alagoas,3297.01,Ensino Médio,2,Solteiro,Indústria
57,22/11/1966,Acre,8495.06,Ensino Superior,0,Solteiro,Comércio
63,17/04/1960,Rio de Janeiro,4995.04,Ensino Médio,0,Solteiro,Saúde
46,02/02/1978,Acre,13057.53,Ensino Superior,1,Divorciado,Comércio
32,28/12/1991,Mato Grosso do Sul,4521.88,Ensino Médio,3,Solteiro,Saúde
26,20/12/1997,Goiás,7813.9,Ensino Médio,2,Casado,Tecnologia
30,16/01/1994,Ceará,4797.04,Ensino Médio,0,Casado,Tecnologia
33,04/02/1991,Rondônia,2938.62,Ensino Fundamental,2,Solteiro,Comércio
38,24/05/1985,Santa Catarina,3783.96,Ensino Médio,0,Solteiro,Indústria
21,28/08/2002,Rio Grande do Sul,4319.81,Ensino Médio,1,Casado,Comércio
26,26/10/1997,Amazonas,5609.96,Ensino Médio,0,Casado,Tecnologia
65,18/09/1958,Piauí,9459.36,Ensino Fundamental,4,Solteiro,Tecnologia
28,12/07/1995,Alagoas,3530.62,Ensino Médio,0,Casado,Comércio
20,07/03/2004,Rio de Janeiro,4073.88,Ensino Médio,3,Viúvo,Comércio
19,01/03/2005,Roraima,4500.98,Ensino Médio,1,Casado,Saúde
39,16/07/1984,Sergipe,5128.45,Ensino Médio,2,Solteiro,Tecnologia
20,01/06/2003,Amazonas,5313.51,Ensino Médio,1,Casado,Saúde
26,27/04/1997,Pará,5689.25,Ensino Médio,1,Solteiro,Tecnologia
48,23/07/1975,São Paulo,3005.79,Ensino Médio,0,Casado,Comércio
35,16/11/1988,Rio Grande do Sul,4288.34,Ensino Médio,0,Divorciado,Indústria
44,13/04/1979,Tocantins,4554.76,Ensino Fundamental,1,Casado,Saúde
47,23/11/1976,Ceará,12893.84,Ensino Superior,2,Casado,Indústria
60,11/07/1963,Bahia,9552.2,Ensino Superior,3,Casado,Comércio
32,25/12/1991,Roraima,5040.15,Ensino Médio,1,Casado,Tecnologia
83,21/09/1940,Roraima,8267.68,Pós-graduação,0,Casado,Indústria
26,18/02/1998,Paraná,3082.22,Ensino Superior,1,Casado,Educação
57,26/10/1966,Rio de Janeiro,6107.34,Ensino Fundamental,2,Casado,Saúde
25,28/10/1998,Espírito Santo,7768.61,Ensino Médio,2,Solteiro,Tecnologia
73,12/09/1950,Roraima,8051.14,Ensino Médio,1,Solteiro,Tecnologia
35,25/11/1988,Paraíba,3431.61,Ensino Médio,0,Casado,Indústria
42,30/06/1981,Mato Grosso do Sul,5513.82,Ensino Médio,0,Casado,Saúde
49,03/02/1975,Tocantins,8444.4,Ensino Médio,2,Casado,Indústria
50,22/07/1973,Rio de Janeiro,3116.69,Ensino Fundamental,3,Casado,Indústria
39,02/08/1984,Distrito Federal,5406.27,Ensino Superior,0,Casado,Comércio
22,25/02/2002,Rio Grande do Norte,4523.11,Ensino Médio,0,Casado,Educação
50,06/02/1974,Santa Catarina,6124.23,Ensino Médio,0,Solteiro,Saúde
28,20/09/1995,São Paulo,3602.28,Ensino Médio,0,Solteiro,Comércio
26,23/01/1998,Pernambuco,5730.15,Ensino Superior,1,Solteiro,Educação
25,29/04/1998,Rondônia,2280.35,Ensino Fundamental,0,Divorciado,Tecnologia
19,17/10/2004,Minas Gerais,6024.0,Ensino Médio,0,Solteiro,Indústria
27,26/09/1996,Acre,7904.99,Ensino Médio,3,Casado,Saúde
36,31/07/1987,Paraíba,10324.84,Ensino Superior,2,Casado,Indústria
24,01/03/2000,Rio Grande do Sul,3372.8,Ensino Médio,0,Casado,Indústria
